PDB	HS	Eelec	Evdw	BSA	Edesolv
2x5j_3	-85.4286605	-89.8544	-48.3325	1565.56	35.4529
1vsu_3	-105.2782769	-81.2327	-59.2091	1632.18	-29.8324
3b20_4	-160.0468	-180.556	-97.5849	2926.86	-26.3507
3h9e_3	-274.7456	-376.087	-145.772	3252.79	-53.7562
2vyn_3	-227.7519	-255.275	-119.191	2871.41	-57.5059
4k9d_8	-171.9483	-253.358	-108.213	2732.48	-13.0637
1dc5_3	-220.3876	-314.681	-105.041	2768.49	-52.4104
3e5r_3	-238.966	-230.449	-116.882	2900.6	-75.9942
2b4r_3	-199.0628	-161.445	-117.978	2726.22	-48.7958
3zcx_3	-170.2629	-178.944	-90.1592	2572.39	-44.3149
1obf_3	-162.13277	-232.374	-106.345	2831.05	-9.31297
3hq4_3	-196.46935	-472.532	-109.023	2904.66	7.06005
1j0x_3	-206.6116	-242.632	-114.746	2766.32	-43.3392
3hja_4	-184.2062	-278.969	-100.067	2943.51	-28.3454
3doc_4	-157.6436	-191.196	-100.918	2702.19	-18.4864
1npt_4	-202.3295	-443.472	-99.3336	2886.28	-14.3015
1crw_2	-250.5942	-271.605	-99.3008	2729.8	-96.9724
3pym_3	-193.7585	-259.555	-109.807	2868.96	-32.0405
2g82_5	-164.979	-208.348	-104.626	2907.81	-18.6834
3sth_6	-71.892528	-253.219	-20.486	1160	-0.762728
1k3t_7	-112.5189	-361.282	-16.641	1128.77	-23.6215
2x5j_6	-100.7351977	-206.461	-38.9828	1222.88	-20.5431
3h9e_4	-100.59902	-317.997	-33.315	1198.35	-3.68462
1dc5_4	-128.2347	-373.234	-37.1106	1196.57	-16.4773
2b4r_5	-96.1476	-248.682	-35.415	1191.57	-10.9962
3hq4_6	-75.95	-148.324	-33.2748	1103.42	-13.0104
3doc_6	-81.75532	-186.976	-40.126	1170.68	-4.23412
3pym_4	-77.0163	-280.994	-31.0271	1179.3	10.2096
2g82_10	-81.7607	-307.906	-38.0575	1268.49	17.878
1hqo_1	-259.2767566	-120.341	-152.874	3915.64	-82.4002
1m0u_1	-201.52	-363.271	-82.5616	2463.54	-46.3042
3h1n_1	-305.4544	-659.552	-131.367	3945.64	-42.177
4nax_1	-279.3522	-454.972	-157.777	3978.46	-30.5808
2ycd_1	-285.8196	-341.718	-143.123	3707.61	-74.353
1vf3_1	-214.3206	-328.44	-116.651	3094.42	-31.9816
4f0c_1	-261.3365	-197.355	-139.539	3819.85	-82.3265
2hnl_1	-164.7876	-231.075	-82.5344	2421.49	-36.0382
1gse_1	-199.3423	-294.992	-124.142	3062.2	-16.2019
3ik7_1	-217.1443	-347.048	-106.925	2947.69	-40.8097
1f3b_1	-218.8862	-388.286	-123.081	3476.27	-18.148
1gsu_1	-196.7965	-322.299	-97.1025	2581.91	-35.2342
3iso_1	-202.8518	-384.965	-93.8863	2714.25	-31.9725
2wrt_1	-201.0241	-419.834	-95.8154	2789.61	-21.2419
1b4p_1	-235.9908	-421.086	-91.3293	2666.35	-60.4443
1mtc_1	-241.7082	-424.995	-109.449	3009.63	-47.2602
2fhe_1	-188.29268	-483.687	-88.7417	3014.83	-2.81358
1okt_2	-296.7115	-724.874	-104.02	3072.54	-47.7167
1oe8_1	-209.3367	-534.695	-79.8335	2390.85	-22.5642
2wb9_1	-192.6961	-626.006	-81.2918	2980.69	13.7969
19gs_1	-163.7563	-274.434	-95.3784	2500.47	-13.4911
1tu8_1	-207.3615	-630.319	-85.5419	2773.98	4.2442
4hz2_1	-212.6367	-290.498	-115.352	3214.41	-39.1851
5d73_1	-224.32737	-707.826	-81.0807	2844.31	-1.68147
2on7_1	-255.6232	-382.518	-110.749	2723.17	-68.3706
2on5_3	-266.5156	-643.978	-101.611	2855.45	-36.109
2x64_1	-233.1235	-245.506	-135.215	3353.88	-48.8073
2ws2_1	-237.527	-530.711	-86.7022	2462.92	-44.6826
1tw9_3	-226.7707968	-263.308	-97.9158	2362.16	-76.2008
3vpq_1	-271.2466	-755.912	-104.583	2905.05	-15.4812
1gsq_1	-184.9915	-419.363	-94.0512	2785.43	-7.0677
1f2e_1	-198.4779	-548.026	-67.1132	2540.15	-21.7595
1a0f_1	-207.1697	-370.093	-121.885	3480.64	-11.2661
1iyh_1	-196.8711	-254.511	-101.631	2794.38	-44.3379
4nhz_4	-280.4481	-247.617	-158.919	3885.45	-72.0057
2fno_2	-225.35954	-570.363	-119.845	3678.63	8.55806
4ivf_2	-265.4586	-402.937	-149.276	4093.77	-35.5952
4eci_1	-286.7388	-434.26	-141.339	3759.21	-58.5478
1jlw_1	-273.3843	-339.881	-131.538	3324.01	-73.8701
3ay8_1	-218.43816	-31.5838	-123.157	2798.37	-88.9644
3vk9_1	-188.8203	-252.536	-123.081	3103.15	-15.2321
1pn9_1	-203.8193	-19.002	-127.738	2839.98	-72.2809
3ein_1	-197.05538	-59.4254	-127.592	2864.77	-57.5783
4iq1_2	-242.3415	-585.577	-105.624	3455.49	-19.6021
3w8s_1	-261.9553	-365.621	-101.196	2589.56	-87.6351
4gf0_1	-259.879657	-337.43	-151.148	3673.32	-41.3248
2pvq_1	-135.17367	-220.048	-94.0765	2493.66	2.91243
3kxo_1	-227.0854	-498.733	-92.1592	2898.59	-35.1796
4g10_1	-150.632	-282.753	-82.495	2240.04	-11.5864
1oyj_1	-219.9381123	-485.21	-79.4151	2777.13	-43.4966
2imk_1	-224.619	-205.624	-128.507	3340.66	-54.9872
4hi7_1	-177.3247	-118.027	-111.809	2906.71	-41.9103
1gta_1	-285.0147	-752.579	-111.48	3411.85	-23.0189
1aw9_2	-193.9475	-272.597	-96.4116	2338.13	-43.0165
3lsz_1	-156.772	-196.661	-96.7341	2839.5	-20.7057
3m8n_1	-252.3923084	-373.961	-125.172	3103.9	-52.4386
1yy7_1	-187.4185	-464.238	-72.7328	2405.44	-21.8381
1gnw_1	-143.79106	-23.1823	-87.3618	2607.26	-51.7928
3f6f_1	-218.7317	-55.3045	-124.276	2925.04	-83.3948
3lyk_1	-159.4863	-323.22	-74.9622	2398.16	-19.8801
2dsa_2	-234.9085	-329.53	-133.505	3273.87	-35.4975
3nqj_1	-310.2732	-303.22	-176.686	4092.45	-72.9432
2yfv_1	-272.3256603	-326.728	-156.345	4054.64	-50.6455
3ano_2	-174.1622933	-458.032	-81.2955	2240.43	-1.28267
4njz_1	-349.1432	-582.051	-216.65	4139.7	-16.083
2oik_2	-240.89512	-758.965	-98.6542	3060.66	9.55208
2eo4_1	-194.1524	-526.893	-99.0423	2552.86	10.2685
1fit_1	-200.3281177	-275.332	-108.136	2326.33	-37.1666
3o0m_1	-192.71481	-463.465	-112.829	2530.51	12.705
3i24_1	-253.32479	-745.844	-106.861	2798.6	2.70501
3lb5_2	-188.1418628	-270.72	-118.317	2615.4	-15.7506
3i4s_1	-220.4211467	-606.587	-99.1659	2749.11	0.06215334
3ohe_1	-210.47349	-505.918	-106.735	2828.88	-2.55489
3p0t_1	-268.358	-442.685	-133.981	2997.14	-45.84
3nrd_1	-240.7503	-570.956	-103.983	2690.58	-22.5761
4ini_1	-380.2283	-758.377	-214.139	4217.6	-14.4139
1av5_1	-360.90439	-805.102	-191.747	4047.83	-8.13699
4egu_1	-283.6794	-548.547	-161.104	3547.76	-12.866
3oj7_1	-326.5697	-580.435	-193.221	4182.31	-17.2617
1hh1_1	-127.706449	-51.0794	-75.9425	1540.16	-41.6643
2wiw_1	-141.0619	-57.1915	-86.6222	1874.47	-43.0014
1ob9_1	-120.05518	-35.5334	-69.9517	1749.45	-42.9968
1gef_2	-159.3021	-205.127	-80.7718	1780.85	-37.5049
1r05_1	-196.506	-150.68	-126.63	3344.94	-39.74
4aya_1	-136.8011	-32.546	-78.8783	2212.95	-51.4136
1am9_2	-211.8483	-435.258	-100.915	3065.26	-23.8817
4h10_1	-144.713	-207.481	-64.5534	2024.08	-38.6634
3rmj_1	-247.4182201	-183.996	-164.656	3936.67	-46.0119
3dxi_1	-173.8015781	-261.635	-107.597	3009.95	-13.9216
2ftp_1	-200.4932	-279.982	-127.137	2920.96	-17.3598
2cw6_1	-199.7065	-185.258	-105.221	2616.24	-57.4339
3ewb_1	-102.1731655	-186.804	-52.3715	1667.41	-12.4561
1hj1_1	-103.5382351	-88.8211	-57.8537	1851.04	-27.9571
1gwq_1	-210.8770931	-286.537	-115.107	3423.19	-38.4682
1yye_1	-150.7691195	-70.1899	-92.0032	2624.9	-44.7878
1u9e_1	-158.6157106	-119.082	-90.8905	2579.88	-43.9362
2esn_4	-198.5680348	-124.116	-127.156	3308.84	-46.6756
3k1m_3	-209.0585	-342.607	-97.0982	2578.7	-43.4389
3fxq_1	-171.277	-251.384	-99.1024	2855.45	-21.8978
1ixc_2	-175.1391148	-280.002	-78.1753	2292.94	-40.9718
3szp_2	-229.0242389	-394.033	-129.521	3388.92	-20.7338
3m1e_1	-190.9968	-299.986	-84.5798	2402.23	-46.4198
2cyy_2	-63.19256	-158.401	-40.894	1210.51	9.38164
1fip_1	-280.6365	-537.142	-119.667	3334.05	-53.5411
1ntc_1	-151.5733	-131.792	-106.965	2861.79	-18.2499
3e7l_2	-160.9008	-346.914	-71.1938	1972.72	-20.3242
4i9f_1	-193.5834725	-189.037	-95.1757	2376.57	-60.6347
2cft_1	-191.419544	-220.358	-105.445	2112.76	-41.921
2hx1_3	-171.6113	-241.791	-90.8933	2215.73	-32.3598
2x4d_1	-249.362215	-325.467	-133.318	2728.29	-51.2412
3qgm_2	-264.0569	-274.252	-130.867	2616.87	-78.3395
1zjj_1	-179.5379	-208.21	-97.8361	2338.98	-40.0598
2ho4_1	-229.6798677	-404.612	-114.714	2606.01	-34.061
1vjr_1	-171.3655	-268.139	-88.9806	2154.37	-28.7571
1wvi_2	-190.7499	-254.507	-85.7958	2416.37	-54.0527
3epr_1	-194.3053	-199.312	-100.883	2379	-53.5599
4ig4_1	-221.7423299	-308.921	-106.794	2516.12	-53.1889
3pdw_1	-194.3890351	-314.098	-97.9585	2409.81	-33.6327
2c4n_1	-245.0575	-200.651	-112.397	2321.55	-92.5303
1vb5_1	-214.72399	-496.662	-117.941	3251.29	2.54941
1lrt_2	-189.869135	-326.232	-114.884	2769.64	-9.97796
1eep_1	-213.016467	-491.778	-119.843	3024.27	5.07446
2bzn_4	-186.217791	-422.61	-83.3946	2180.04	-18.4414
2bwg_1	-246.056657	-557.546	-128.78	3276.18	-5.89014
3r2g_1	-285.0041	-361.583	-159.106	3219.35	-53.5815
1ypf_1	-226.3960431	-493.669	-101.458	2559.28	-26.3014
1ak5_1	-168.0922148	-264.117	-93.637	2133.03	-21.689
3zfh_1	-217.1764679	-312.363	-129.557	2930.86	-25.2399
3usb_1	-300.742036	-441.566	-154.076	3431.34	-58.6993
1vrd_2	-184.1920804	-240.268	-107.147	2382.91	-28.9946
2pmw_1	-195.992597	-412.658	-113.301	2765.45	-0.397875
3bps_1	-229.577314	-421.841	-106.2	2625.53	-39.2124
1spb_1	-212.1889	-397.379	-96.567	2228.93	-36.1461
2w2m_1	-233.635514	-436.032	-110.544	2704.96	-36.0829
1scj_1	-210.025	-415.454	-91.5709	2285.61	-35.3633
1v5i_1	-138.80766	-252.307	-84.3796	2024.76	-3.96666
2z30_1	-197.8433	-347.678	-99.7173	2496.52	-28.5904
2fvz_1	-277.121474	-412.694	-112.733	3232.22	-82.1487
1imb_1	-257.2525	-291.494	-117.872	3344.75	-81.0817
2qfl_1	-245.033	-280.268	-123.234	3511.48	-65.7454
3ryd_1	-247.174496	-935.485	-69.1952	2878.15	9.08682
3luz_1	-144.426872	-116.519	-104.326	2465.67	-17.0113
2p3v_2	-237.9315	-549.656	-114.317	3366.31	-13.6833
1vdw_1	-185.1005684	-313.516	-102.819	2707.74	-19.6178
1g0h_1	-177.4366	-152.969	-110.064	2698.36	-36.7788
1lbw_1	-216.0135	-267.589	-111.924	2598.36	-50.5717
1k4c_2	-151.91186	-44.9613	-93.9513	2328.62	-48.9683
2ahy_1	-145.4961	-179.871	-76.1439	2576.23	-33.378
2p7t_2	-151.93634	-57.4027	-94.4476	2309.02	-46.0082
3e8h_1	-95.4686	-126.897	-53.2386	1817.82	-16.8506
3ldd_1	-101.993004	-3.35802	-70.7453	1764.53	-30.5761
1u4e_1	-269.9016296	-961.948	-83.1923	2958.82	5.61569
2e4f_1	-214.428825	-663.11	-89.9184	3062.67	7.86416
1x0l_1	-241.3038158	-485.967	-133.092	3520.37	-11.0213
1i52_1	-320.61163	-882.678	-138.948	3832.97	-5.12803
2vsh_1	-187.901626	-324.464	-124.813	3244.83	1.6808
3f1c_1	-283.6175628	-636.747	-143.715	3986.89	-12.5909
4kt7_1	-340.4257788	-949.136	-138.594	4165.85	-12.0191
3okr_1	-235.196671	-601.205	-104.19	3420.81	-10.9096
2yc3_1	-278.548135	-928.595	-103.69	3918.59	10.6855
2xwl_1	-256.2839	-695.706	-96.7897	3375.64	-20.353
2px7_1	-254.4467692	-304.841	-151.16	3937.01	-42.387
3d65_1	-120.0745	-162.925	-69.3044	1409.05	-18.1851
4isl_1	-170.166	-321.408	-93.5828	2077.34	-12.3016
1co7_1	-118.09308	-288.369	-57.0171	1493.39	-3.40218
4bnr_2	-148.0564879	-323.946	-72.0793	1551.48	-11.242
1f7z_1	-114.3237541	-210.635	-63.0413	1342.01	-9.16111
1zr0_2	-105.7057	-155.52	-63.6364	1386.35	-10.9653
4iso_1	-147.939	-255.19	-75.7877	1814.66	-21.1133
1bth_1	-200.3715	-408.572	-92.2446	2308.87	-26.4125
1fak_3	-153.0040177	-442.393	-69.3365	1567.61	4.79957
1ejm_2	-123.2434	-199.544	-70.3837	1592.44	-12.9509
1p2q_1	-122.1473328	-116.646	-76.7564	1586.1	-22.0891
1brb_1	-129.0718	-276.416	-59.7618	1496.1	-14.0268
1bzx_1	-120.98826	-224.432	-74.1855	1475.27	-1.91636
2ra3_1	-114.77379	-212.936	-65.2992	1415.36	-6.88739
1taw_1	-129.2654	-167.187	-70.1741	1378.21	-25.6539
3l3t_5	-97.10364	-174.742	-56.7484	1215.37	-5.40684
3m7q_1	-131.5716	-197.962	-67.7648	1407.35	-24.2144
3t62_3	-113.8892981	-57.3274	-74.8214	1457.95	-27.6334
3uou_1	-120.72492	-75.1481	-83.5726	1701.76	-22.1227
2uuy_1	-124.4413	-213.213	-68.7871	1342.06	-13.0116
3l33_5	-104.9361	-163.27	-58.127	1232.42	-14.1551
4lfn_2	-340.9621	-785.939	-156.806	4084.47	-26.9683
3qd5_1	-281.7105	-441.915	-142.553	3749.21	-50.7745
1usl_3	-363.5988	-836.117	-161.143	4206.5	-35.2324
3k7p_1	-306.9199	-848.917	-121.442	3635.28	-15.6945
3he8_1	-295.26219	-875.273	-124.507	3922.53	4.29941
1nn4_2	-184.2341	-297.18	-110.566	3166.97	-14.2321
3s5p_1	-97.448176	-162.222	-68.7927	1895.4	3.77643
1o1x_1	-291.3675	-710.296	-121.012	3441.32	-28.2963
4em8_1	-227.3973	-570.363	-99.4449	2863.79	-13.8798
3dbi_1	-250.9559	-335.994	-116.207	3661.76	-67.5501
3h5o_1	-189.031	-126.34	-101.621	3039.37	-62.142
3jvd_1	-185.3144973	-243.148	-93.8926	2746.25	-42.844
3ctp_1	-311.5425	-656.057	-129.133	3603.83	-51.1981
5mdh_1	-297.2271	-753.391	-133.333	3551.91	-13.2159
3fi9_1	-306.5856734	-713.036	-169.443	4246.45	5.42097
1b8p_1	-300.35246	-964.525	-112.788	3260.99	5.34054
1bdm_1	-323.0548912	-1031.06	-113.98	3291.04	-2.86838
4h7p_1	-350.7597273	-979.691	-136.227	3666.27	-18.6783
4nd5_1	-344.6159546	-614.381	-162.855	4029.51	-58.9083
1mld_1	-325.3845	-648.452	-118.297	3219.74	-77.3971
3pqf_1	-418.0019	-708.867	-182.756	4057.77	-93.4725
1lld_1	-325.5233	-448.622	-145.161	3572.3	-90.6379
1a5z_1	-413.2284	-646.822	-182.407	4091.12	-101.457
2hjr_4	-297.6531	-377.476	-162.415	4046.18	-59.7429
3nep_1	-370.1294084	-1044.18	-153.319	4218.48	-8.0013
1emd_1	-253.0689	-428.932	-114.708	2992.63	-52.5745
2e37_3	-362.2051838	-697.932	-160.961	3618.49	-61.6951
4e0b_1	-282.3475516	-485.978	-142.069	3242.72	-43.0959
2i6t_1	-244.206099	-424.921	-107.384	2904.39	-51.9825
3pgg_2	-88.21699795	-115.28	-60.5455	1572.63	-4.62034
4f7u_1	-152.2224615	-372.314	-81.6943	2111.02	3.91531
4emk_1	-110.8961933	-194.582	-69.9082	1703.62	-2.08775
2y90_1	-103.34698	-83.5119	-69.1385	1506.09	-17.5061
1d3b_9	-100.93485	-167.656	-65.8672	1425.91	-1.53645
4c92_3	-137.1178	-309.005	-63.4626	2115.62	-11.8542
1u1t_5	-120.5383	-101.772	-68.5652	1517.15	-31.6187
1i81_2	-108.58746	-250.533	-64.4132	1773.99	5.93234
1i8f_3	-116.62257	-248.619	-68.2966	1758.86	1.39783
1th7_8	-109.41365	-179.11	-66.8302	1722.79	-6.76145
1kq1_10	-112.6146	-88.018	-70.4912	1487.4	-24.5198
1h64_4	-120.43069	-323.98	-58.7973	1752.62	3.16261
1ljo_1	-101.8411	-28.533	-83.9203	1847.92	-12.2142
3ahu_3	-129.8343	-127.624	-72.8449	1622.97	-31.4646
1hk9_6	-120.2364	-135.805	-73.3116	1616.16	-19.7638
3hfn_2	-114.8942	-176.154	-57.4081	1440.29	-22.2553
1q5n_2	-266.4419592	-314.599	-159.882	4142.77	-43.7185
3c8t_2	-312.1906252	-534.96	-139.119	3772.87	-66.0933
4eei_3	-352.549726	-781.987	-137.48	3823.34	-58.816
1c3c_4	-312.1326861	-594.833	-137.796	3842.13	-55.3898
2j91_6	-295.4579381	-648.538	-123.305	3706.11	-42.4992
1yis_3	-112.151246	-83.6717	-70.4542	1837.61	-25.2161
1q5n_3	-137.2263185	-168.765	-73.4349	2044.02	-30.089
3c8t_3	-141.3776348	-126.62	-68.637	1880.76	-47.4867
4eei_4	-137.36359	-135.29	-72.2698	1719.94	-38.1605
1c3c_3	-248.9254392	-151.854	-143.765	3647.65	-74.8466
1dof_5	-139.099039	-234.83	-66.1684	1957.47	-26.0699
3qbp_4	-343.8038525	-591.612	-153.401	4134.19	-72.0879
3e04_6	-215.8043667	-441.134	-113.275	3131.27	-14.3218
3no9_5	-248.0330801	-319.336	-104.337	2998.81	-79.8476
3r6q_12	-236.4448	-294.309	-158.75	4056.28	-18.833
1fuo_4	-324.3852788	-539.851	-154.221	4011.83	-62.195
1vdk_4	-243.975903	-372.826	-115.088	3217.72	-54.327
4hgv_6	-218.8845626	-362.827	-116.042	3175.69	-30.3004
3gtd_3	-185.84549	-295.065	-119.322	3233.28	-7.51049
1w27_5	-131.3223	-111.702	-62.834	1994.45	-46.1479
1t6j_4	-199.0041135	-312.626	-91.1039	2315.93	-45.4181
2yii_5	-190.879194	-355.877	-87.2322	2532.41	-32.6831
3onm_2	-142.496	-198.801	-67.696	1848.91	-35.0398
3ho7_1	-220.9297	-281.407	-140.879	3240.88	-23.7693
2f7a_1	-198.5872	-292.776	-101.189	2705.55	-38.843
2f7b_1	-247.83983	-749.131	-90.0655	2868.8	-7.94813
2y7k_2	-172.7703	-136.639	-127.162	2834.53	-18.2805
2qsx_1	-196.550904	-421.338	-91.1998	2767.28	-21.2583
3jv9_1	-165.2507529	-302.783	-91.1816	2323.24	-13.528
1i6a_1	-157.8586	-296.235	-75.3798	2317.73	-23.2318
3hhf_1	-205.7066078	-325.61	-110.083	2780.08	-30.5038
3fd3_1	-141.01129	-202.841	-94.7914	2514.63	-5.65169
2ql3_2	-275.6283	-304.861	-148.165	3190.38	-66.4911
3n6u_1	-175.5804	-310.62	-101.804	2832.33	-11.6524
1rk8_1	-196.4874676	-308.445	-104.731	2422.61	-30.1056
3ex7_5	-245.2317	-474.372	-101.502	2567.63	-48.8553
1oo0_1	-220.284	-346.236	-109.084	2512.14	-41.9528
1p27_2	-254.0987	-361.292	-106.09	2423.02	-75.7503
2j0s_3	-203.6041	-273.316	-108.219	2558.51	-40.7219
1s3j_1	-274.8278	-584.152	-106.087	4059.35	-51.9104
4g9y_1	-278.7681	-426.428	-131.694	3846.11	-61.7885
3ech_1	-250.3431254	-74.19	-154.876	3984.09	-80.7038
2q9l_1	-299.7769	-454.991	-143.03	4104.03	-65.7487
2p06_1	-357.7836	-233.123	-174.105	3913.51	-137.054
2agx_5	-137.3178	-568.064	-45.9899	1927.17	22.2849
1mg2_10	-91.3491	-428.417	-35.0782	1397.88	29.4125
2agx_1	-234.6991	-444.913	-110.247	2846.68	-35.4695
3l4o_2	-325.9934	-791.495	-133.162	3546.6	-34.5324
2mad_1	-237.80529	-587.942	-113.353	3517.02	-6.86389
2iaa_1	-238.167	-477.791	-112.81	2866.38	-29.7988
1mg2_1	-289.1907	-723.846	-121.963	3311.54	-22.4585
2agx_4	-127.13898	-242.794	-86.7092	1976.84	8.12902
2mta_2	-187.98777	-312.127	-122.517	2811.79	-3.04537
2mad_2	-141.5335	-236.434	-109.983	2700.98	15.7363
2iaa_5	-144.1467	-311.52	-80.2157	1949.16	-1.627
1mg2_7	-185.9319	-342.061	-128.34	3085.12	10.8203
3c3y_1	-271.2004	-350.074	-150.131	3884.76	-51.0546
3duw_1	-307.38154	-66.9827	-184.021	4023.96	-109.964
2gpy_1	-205.555242	-280.303	-88.6262	2600.59	-60.9409
3cbg_1	-207.46404	-65.4647	-151.88	3589.08	-42.4911
3ntv_1	-196.3185	-117.965	-152.375	3709.87	-20.3505
3noj_1	-246.3187	-474.059	-134.101	3565.37	-17.4059
2c5q_6	-199.231	-281.635	-108.628	2694.11	-34.276
3k4i_2	-169.371219	-458.021	-65.6851	1976.22	-12.1903
1j3l_5	-126.09489	-462.923	-39.5727	1230.67	6.06241
1vi4_1	-131.31534	-347.491	-53.2491	1287.51	-8.56804
1nxj_2	-117.58731	-434.795	-34.7599	1159.91	4.13159
4may_3	-138.7041158	-145.138	-81.2188	1874.2	-28.4888
2os5_3	-232.1947	-567.637	-93.5694	2383.48	-25.0979
1dpt_3	-174.59	-199.296	-116.766	2296.32	-17.9648
2wkb_4	-187.3955648	-303.766	-101.325	2285.21	-25.3817
1cgq_2	-182.1124	-116.526	-119.765	2295.47	-39.0422
2xcz_1	-180.2356	-162.121	-124.847	2414.9	-22.9644
4dh4_1	-199.9043	-350.971	-112.984	2462.81	-16.7261
3t5s_1	-115.3004478	-123.522	-66.3868	1597.58	-24.2476
1hfo_6	-188.8066	-178.044	-119.804	2245.62	-33.3938
3fwt_1	-206.0771	-133.689	-118.454	2282.31	-60.8853
3b64_1	-212.1225	-172.962	-120.853	2389.91	-56.6771
1ihc_1	-128.4694	-156.998	-68.5129	1668.12	-28.5569
1di7_1	-91.0988131	-172.39	-52.9277	1571.5	-3.704
3rfq_4	-85.7261	-75.2275	-46.4378	1222.4	-24.2428
2pbq_3	-118.5935024	-187.254	-50.4889	1523.97	-30.6657
3iwt_2	-139.5077	-242.526	-65.4281	1666.36	-25.5744
2f7w_2	-125.5659	-158.722	-56.7397	1587.06	-37.0818
3tcr_3	-88.9024	-122.385	-32.0313	1251.95	-32.3941
1y5e_3	-113.28515	-256.912	-56.2129	1724.83	-5.68985
1mkz_2	-133.8371	-220.971	-67.9361	1770.18	-21.7068
1uuy_1	-136.7935	-144.578	-72.2198	1709.34	-35.6581
2g2c_2	-64.789246	-127.222	-42.6497	1337.64	3.19408
2is8_1	-104.39618	-95.5664	-62.3331	1709.77	-22.9498
2g4r_1	-78.09026	-39.3573	-59.4712	1445.82	-10.7476
3oi9_1	-74.50848	-13.8594	-55.2294	1325.79	-16.5072
3afo_2	-54.392715	-174.795	-58.0781	1914.64	38.4511
1u0t_2	-147.8350099	-268.27	-66.1262	1989.91	-28.0774
2an1_5	-86.067333	-127.714	-45.1825	1529.43	-15.455
2i2c_2	-144.76257	-386.215	-62.7841	1852.1	-4.73547
1yt5_4	-142.4331	-152.979	-61.425	1985.53	-50.4123
1suw_4	-157.25736	-91.6933	-88.6575	2260.28	-50.2612
3afo_1	-297.012499	-552.697	-154.346	3966	-32.2664
2an1_1	-314.005495	-363.562	-162.375	3743.04	-79.1554
2i2c_1	-222.7084	-262.31	-126.705	2857.48	-43.5414
1yt5_2	-292.2104	-397.925	-154.013	3486.01	-58.6124
1suw_1	-219.1749	-443.603	-95.7924	2579.63	-34.6619
3dpi_1	-192.265769	-139.215	-111.599	3074.22	-53.0297
2pzb_1	-282.160102	-288.128	-148.149	4052.23	-76.5761
1zs6_2	-186.5389	-396.411	-94.9169	2538.94	-12.3398
4dz6_8	-160.0848	-248.517	-93.2925	2043.37	-17.0889
2az1_1	-161.09052	-292.024	-101.417	2233.19	-1.26872
2cwk_1	-167.2073	-176.826	-102.989	2236.68	-28.8531
1f3f_4	-106.88648	-277.764	-58.0127	1615.58	6.67902
1ehw_1	-143.6268	-232.081	-85.2215	2150.63	-11.9891
4o0n_4	-143.5999668	-356.942	-72.2324	2155.51	0.02083325
1ndl_2	-186.1174	-349.159	-78.6292	2076.53	-37.6564
1s57_3	-144.6668	-225.061	-87.9545	2136.14	-11.7001
3ngs_1	-141.7256	-215.329	-82.6028	2022.92	-16.057
1be4_2	-175.2814	-358.025	-81.6787	2261.42	-21.9977
1nb2_1	-146.47405	-363.637	-69.5072	2233.27	-4.23945
1u8w_2	-132.8513	-227.398	-69.3547	1941.84	-18.017
3q86_1	-128.04916	-176.92	-87.091	2187.72	-5.57416
2vu5_1	-170.01128	-377.429	-86.488	2261.29	-8.03748
3mpd_1	-151.07319	-409.198	-77.9206	2295.93	8.68701
1nhk_1	-199.1479	-314.337	-106.577	2500.1	-29.7035
2hur_1	-180.00103	-366.69	-105.158	2477.23	-1.50503
3zto_1	-78.0628	-205.701	-52.7773	1549.94	15.8547
4ek2_1	-140.8061	-203.403	-85.4536	1981	-14.6719
3vgs_1	-125.80778	-308.292	-69.3519	1841.18	5.20252
3vvu_1	-117.8665	-203.028	-72.5147	1892.98	-4.7462
1wkj_1	-87.12973	-211.613	-48.6128	1526.55	3.80567
3pj9_4	-120.7966	-491.887	-44.5225	1438.03	22.1033
3b6b_2	-100.99125	-302.868	-44.7999	1544.92	4.38225
4ane_1	-80.56902516	-149.913	-59.7592	1384.53	9.17098
1nmb_1	-268.5817	-442.109	-144.165	3337	-35.9949
3tib_2	-225.87931	-378.122	-156.428	3379.54	6.17309
4b7j_1	-258.9572	-423.56	-134.274	3179.69	-39.9712
4fvk_2	-220.488	-329.641	-108.524	3202.01	-46.0358
1b9v_1	-317.0134	-624.963	-160.124	3991.31	-31.8968
1inh_1	-266.6121	-377.323	-151.137	3374.63	-40.0105
3san_2	-251.2939	-269.435	-142.606	3283.64	-54.8009
2ht5_1	-265.599	-307.759	-149.838	3409.59	-54.2092
1v0z_4	-305.0451	-547.572	-148.047	3578.49	-47.4837
1bji_1	-288.4529	-507.951	-146.115	3268.92	-40.7477
3b7e_2	-247.7523	-422.499	-124.715	3169.82	-38.5375
4i00_1	-248.599	-415.832	-149.342	3406.21	-16.0906
2br8_3	-151.34365	-360.073	-78.2546	2395.62	-1.07445
4afg_5	-236.09183	-715.619	-102.07	3147.08	9.10197
1ux2_10	-151.3832	-404.237	-83.9708	2818.78	13.435
2byp_2	-166.6787854	-425.989	-87.3807	2848.91	5.84098
3igq_4	-125.258466	-382.766	-64.507	2074.52	15.6496
1sg1_1	-188.3178546	-108.509	-104.497	2924.97	-62.1902
1nt3_1	-226.358	-120.195	-137.908	3529.1	-64.411
1bnd_1	-227.5448	-209.005	-117.207	3266.74	-68.5368
1bet_1	-218.46064	-55.2687	-114.252	2973.27	-93.1549
3g14_1	-237.0280463	-233.528	-148.271	3421.83	-42.0641
